epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_1,train/cardinality_error_2,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_1,train/loss_bbox_2,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_1,train/loss_ce_2,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_1,train/loss_giou_2,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/B1,val/AP/B2,val/AP/B3,val/AP/B4,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_1,val/cardinality_error_2,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_1,val/loss_bbox_2,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_1,val/loss_ce_2,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_1,val/loss_giou_2,val/loss_giou_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
10,1473,,,,,,,,,,,,,,,,,,,,,,,,,,0.28251877427101135,0.2525593042373657,0.22619450092315674,0.0831632912158966,0.5777212977409363,298.0897521972656,298.0705261230469,297.8717956542969,298.0812072753906,298.0897521972656,20.56720733642578,0.5948269963264465,0.21811895072460175,0.4942101240158081,9.122962951660156,0.06717201322317123,0.06797776371240616,0.0679791048169136,0.0674835667014122,0.0684942677617073,0.8277912735939026,0.8478882908821106,0.8240073919296265,0.8280861377716064,0.8412410020828247,0.32431530952453613,0.3258121609687805,0.32587170600891113,0.32588163018226624,0.32732635736465454,0.5740817785263062,0.2111089676618576,0.09839656203985214,0.48147329688072205,0.6277774572372437,0.5470758676528931
10,1473,3898.142333984375,3896.357177734375,3894.9873046875,3897.88720703125,3898.142333984375,16.926578521728516,8.770692825317383,0.06965061277151108,0.07111890614032745,0.07050664722919464,0.07015132904052734,0.07360634207725525,0.7834419012069702,0.7959358096122742,0.7824625372886658,0.7805176377296448,0.7992697954177856,0.3011656701564789,0.3048233687877655,0.3034443259239197,0.3026827573776245,0.3148333430290222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1499,,,,,,,,,,,,,,,,,,,,,,,4.489273123908788e-05,4.489273123908788e-05,1.4511863355437526e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1549,,,,,,,,,,,,,,,,,,,,,,,4.187100057606585e-05,4.187100057606585e-05,1.3535069456338533e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1599,,,,,,,,,,,,,,,,,,,,,,,3.888210267177783e-05,3.888210267177783e-05,1.256888936040923e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1607,,,,,,,,,,,,,,,,,,,,,,,,,,0.28822606801986694,0.2621188163757324,0.23490503430366516,0.07415354251861572,0.5938973426818848,298.0897521972656,298.03631591796875,297.8675231933594,298.0812072753906,298.0897521972656,20.482725143432617,0.5963040590286255,0.22417476773262024,0.4929930865764618,9.12817096710205,0.06796707212924957,0.06889253109693527,0.0688270702958107,0.06825939565896988,0.06970152258872986,0.8269080519676208,0.8350247740745544,0.8207114338874817,0.8257330656051636,0.836246132850647,0.3240901827812195,0.32688701152801514,0.3278386890888214,0.3262585997581482,0.3275788426399231,0.5795674324035645,0.21485087275505066,0.08828558027744293,0.4895966947078705,0.6076619029045105,0.5849749445915222
11,1607,3898.13525390625,3896.641357421875,3893.537841796875,3897.91748046875,3898.13525390625,15.64289665222168,8.606206893920898,0.0673096552491188,0.06835341453552246,0.06845692545175552,0.06763432919979095,0.07068754732608795,0.7768089771270752,0.7938221096992493,0.7754369378089905,0.775964617729187,0.7973626255989075,0.2939205765724182,0.29589563608169556,0.29741954803466797,0.2947349548339844,0.30532994866371155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1649,,,,,,,,,,,,,,,,,,,,,,,3.5937413485953584e-05,3.5937413485953584e-05,1.1616999699981534e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1699,,,,,,,,,,,,,,,,,,,,,,,3.304814163129777e-05,3.304814163129777e-05,1.0683023674573633e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1741,,,,,,,,,,,,,,,,,,,,,,,,,,0.29292377829551697,0.25562578439712524,0.24712613224983215,0.08935203403234482,0.5958429574966431,298.0897521972656,298.02777099609375,297.99359130859375,298.0769348144531,298.0897521972656,20.475112915039062,0.5919281244277954,0.2229464054107666,0.4898453652858734,9.072800636291504,0.06757478415966034,0.06779372692108154,0.06787887215614319,0.0680658370256424,0.06947039067745209,0.8216990828514099,0.8402634859085083,0.8257607817649841,0.8216310143470764,0.8372291326522827,0.3206034302711487,0.31995707750320435,0.3217810392379761,0.3226774036884308,0.3261324465274811,0.5897220373153687,0.22125692665576935,0.09596695750951767,0.486380398273468,0.5994123220443726,0.6036450862884521
12,1741,3898.142333984375,3895.840087890625,3893.690185546875,3897.76220703125,3898.142333984375,13.553215026855469,8.53066349029541,0.06791683286428452,0.06857596337795258,0.06859252601861954,0.06815387308597565,0.07111895084381104,0.7583746314048767,0.779118537902832,0.7611618638038635,0.7579219937324524,0.7820492386817932,0.29393482208251953,0.2959204912185669,0.2954680621623993,0.29461368918418884,0.3051850199699402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1749,,,,,,,,,,,,,,,,,,,,,,,3.0225277441786602e-05,3.0225277441786602e-05,9.770515134732705e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1799,,,,,,,,,,,,,,,,,,,,,,,2.747956386883743e-05,2.747956386883743e-05,8.882945508048579e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1849,,,,,,,,,,,,,,,,,,,,,,,2.482144918758422e-05,2.482144918758422e-05,8.023692430469964e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
